Date,Open,High,Low,Close,Volume,Return
2019-12-09 00:00:00+00:00,151.07000732421875,152.2100067138672,150.91000366210938,151.36000061035156,16687400,
2019-12-10 00:00:00+00:00,151.2899932861328,151.88999938964844,150.75999450683594,151.1300048828125,16476100,-0.0015195277920957428
2019-12-11 00:00:00+00:00,151.5399932861328,151.8699951171875,150.3300018310547,151.6999969482422,18856600,0.003771534751630945
2019-12-12 00:00:00+00:00,151.64999389648438,153.44000244140625,151.02000427246094,153.24000549316406,24612100,0.010151671561650089
2019-12-13 00:00:00+00:00,153.0,154.88999938964844,152.8300018310547,154.52999877929688,23845400,0.008418123465744554
2019-12-16 00:00:00+00:00,155.11000061035156,155.89999389648438,154.82000732421875,155.52999877929688,24144200,0.006471235409949205
2019-12-17 00:00:00+00:00,155.4499969482422,155.7100067138672,154.4499969482422,154.69000244140625,25425600,-0.005400863785015586
2019-12-18 00:00:00+00:00,154.3000030517578,155.47999572753906,154.17999267578125,154.3699951171875,24129200,-0.002068700750974317
2019-12-19 00:00:00+00:00,154.0,155.77000427246094,153.75,155.7100067138672,24958900,0.008680518488469513
2019-12-20 00:00:00+00:00,157.35000610351562,158.49000549316406,156.2899932861328,157.41000366210938,53477500,0.010917711610957115
2019-12-23 00:00:00+00:00,158.1199951171875,158.1199951171875,157.27000427246094,157.41000366210938,17718200,0.0
2019-12-24 00:00:00+00:00,157.47999572753906,157.7100067138672,157.1199951171875,157.3800048828125,8989200,-0.00019057733688432332
2019-12-26 00:00:00+00:00,157.55999755859375,158.72999572753906,157.39999389648438,158.6699981689453,14520600,0.008196678396937163
2019-12-27 00:00:00+00:00,159.4499969482422,159.5500030517578,158.22000122070312,158.9600067138672,18412800,0.0018277465700420326
2019-12-30 00:00:00+00:00,158.99000549316406,159.02000427246094,156.72999572753906,157.58999633789062,16348400,-0.008618585292605174
2019-12-31 00:00:00+00:00,156.77000427246094,157.77000427246094,156.4499969482422,157.6999969482422,18369400,0.0006980177226205697
2020-01-02 00:00:00+00:00,158.77999877929688,160.72999572753906,158.3300018310547,160.6199951171875,22622100,0.018516158690248252
2020-01-03 00:00:00+00:00,158.32000732421875,159.9499969482422,158.05999755859375,158.6199951171875,21116200,-0.012451749849331062
2020-01-06 00:00:00+00:00,157.0800018310547,159.10000610351562,156.50999450683594,159.02999877929688,20813700,0.0025848170138100812
2020-01-07 00:00:00+00:00,159.32000732421875,159.6699981689453,157.32000732421875,157.5800018310547,21634100,-0.009117757400316062
2020-01-08 00:00:00+00:00,158.92999267578125,160.8000030517578,157.9499969482422,160.08999633789062,27746500,0.0159283822672307
2020-01-09 00:00:00+00:00,161.83999633789062,162.22000122070312,161.02999877929688,162.08999633789062,21385000,0.012492972988635387
2020-01-10 00:00:00+00:00,162.82000732421875,163.22000122070312,161.17999267578125,161.33999633789062,20725900,-0.004627059145812851
2020-01-13 00:00:00+00:00,161.75999450683594,163.30999755859375,161.25999450683594,163.27999877929688,21626500,0.01202431192165987
2020-01-14 00:00:00+00:00,163.38999938964844,163.60000610351562,161.72000122070312,162.1300048828125,23477400,-0.007043078791535318
2020-01-15 00:00:00+00:00,162.6199951171875,163.94000244140625,162.57000732421875,163.17999267578125,21417900,0.006476208976417874
2020-01-16 00:00:00+00:00,164.35000610351562,166.24000549316406,164.02999877929688,166.1699981689453,23865400,0.018323358422406733
2020-01-17 00:00:00+00:00,167.4199981689453,167.47000122070312,165.42999267578125,167.10000610351562,34371700,0.005596725912127454
2020-01-21 00:00:00+00:00,166.67999267578125,168.19000244140625,166.42999267578125,166.5,29517200,-0.0035907006678619346
2020-01-22 00:00:00+00:00,167.39999389648438,167.49000549316406,165.67999267578125,165.6999969482422,24138800,-0.00480482313368058
2020-01-23 00:00:00+00:00,166.19000244140625,166.8000030517578,165.27000427246094,166.72000122070312,19680800,0.00615572897553851
2020-01-24 00:00:00+00:00,167.50999450683594,167.52999877929688,164.4499969482422,165.0399932861328,24918100,-0.010076822950272901
2020-01-27 00:00:00+00:00,161.14999389648438,163.3800048828125,160.1999969482422,162.27999877929688,32078100,-0.016723186010138114
2020-01-28 00:00:00+00:00,163.77999877929688,165.75999450683594,163.07000732421875,165.4600067138672,24899900,0.019595809455823066
2020-01-29 00:00:00+00:00,167.83999633789062,168.75,165.69000244140625,168.0399932861328,34754500,0.01559281075533403
2020-01-30 00:00:00+00:00,174.0500030517578,174.0500030517578,170.7899932861328,172.77999877929688,51597500,0.028207603442907514
2020-01-31 00:00:00+00:00,172.2100067138672,172.39999389648438,169.5800018310547,170.22999572753906,36142700,-0.014758670388782091
2020-02-03 00:00:00+00:00,170.42999267578125,174.5,170.39999389648438,174.3800048828125,30107000,0.0243788360420083
2020-02-04 00:00:00+00:00,177.13999938964844,180.63999938964844,176.30999755859375,180.1199951171875,36433300,0.03291656195463699
2020-02-05 00:00:00+00:00,184.02999877929688,184.1999969482422,178.41000366210938,179.89999389648438,39186300,-0.001221414760532169
2020-02-06 00:00:00+00:00,180.97000122070312,183.82000732421875,180.05999755859375,183.6300048828125,27751400,0.0207338027397288
2020-02-07 00:00:00+00:00,182.85000610351562,185.6300048828125,182.47999572753906,183.88999938964844,33529100,0.0014158606977212607
2020-02-10 00:00:00+00:00,183.5800018310547,188.83999633789062,183.25,188.6999969482422,35844300,0.026156928460267848
2020-02-11 00:00:00+00:00,190.64999389648438,190.6999969482422,183.5,184.44000244140625,53159900,-0.022575487947699258
2020-02-12 00:00:00+00:00,185.5800018310547,185.85000610351562,181.85000610351562,184.7100067138672,47062900,0.0014639138412868569
2020-02-13 00:00:00+00:00,183.0800018310547,186.22999572753906,182.8699951171875,183.7100067138672,35295800,-0.005413891850207575
2020-02-14 00:00:00+00:00,183.25,185.41000366210938,182.64999389648438,185.35000610351562,23149500,0.008927109736612149
2020-02-18 00:00:00+00:00,185.61000061035156,187.6999969482422,185.5,187.22999572753906,27792200,0.010142916439794813
2020-02-19 00:00:00+00:00,188.05999755859375,188.17999267578125,186.47000122070312,187.27999877929688,29997500,0.00026706752603145034
2020-02-20 00:00:00+00:00,186.9499969482422,187.25,181.10000610351562,184.4199981689453,36862400,-0.015271254960450786
2020-02-21 00:00:00+00:00,183.1699981689453,183.5,177.25,178.58999633789062,48572600,-0.03161263360231614
2020-02-24 00:00:00+00:00,167.77000427246094,174.5500030517578,163.22999572753906,170.88999938964844,68311100,-0.04311549978238349
2020-02-25 00:00:00+00:00,174.1999969482422,174.83999633789062,167.64999389648438,168.07000732421875,68073300,-0.016501796919080047
2020-02-26 00:00:00+00:00,169.7100067138672,173.25999450683594,168.2100067138672,170.1699981689453,56206100,0.012494738818423112
2020-02-27 00:00:00+00:00,163.32000732421875,167.02999877929688,157.97999572753906,158.17999267578125,93174900,-0.0704589858504926
2020-02-28 00:00:00+00:00,152.41000366210938,163.7100067138672,152.0,162.00999450683594,97012700,0.024212934684508358
2020-03-02 00:00:00+00:00,165.30999755859375,172.9199981689453,162.30999755859375,172.7899932861328,71030800,0.06653909724589258
2020-03-03 00:00:00+00:00,173.8000030517578,175.0,162.25999450683594,164.50999450683594,71677000,-0.047919434579672404
2020-03-04 00:00:00+00:00,168.49000549316406,170.6999969482422,165.6199951171875,170.5500030517578,49814400,0.03671514647501195
2020-03-05 00:00:00+00:00,166.0500030517578,170.8699951171875,165.69000244140625,166.27000427246094,47817300,-0.025095272370050936
2020-03-06 00:00:00+00:00,162.61000061035156,163.11000061035156,156.0,161.57000732421875,72821100,-0.02826725703657562
2020-03-09 00:00:00+00:00,151.0,157.75,150.0,150.6199951171875,70419300,-0.06777255499566892
2020-03-10 00:00:00+00:00,158.16000366210938,161.02999877929688,152.5800018310547,160.9199981689453,65354400,0.06838403522549608
2020-03-11 00:00:00+00:00,157.1300048828125,157.6999969482422,151.14999389648438,153.6300048828125,56371600,-0.04530197221652499
2020-03-12 00:00:00+00:00,145.3000030517578,153.47000122070312,138.5800018310547,139.05999755859375,93226400,-0.09483829239823705
2020-03-13 00:00:00+00:00,147.5,161.91000366210938,140.72999572753906,158.8300018310547,92727400,0.14216888119914373
2020-03-16 00:00:00+00:00,140.0,149.35000610351562,135.0,135.4199981689453,87905900,-0.1473903128642552
2020-03-17 00:00:00+00:00,140.0,147.5,135.0,146.57000732421875,81059800,0.08233650351525679
2020-03-18 00:00:00+00:00,138.0,146.0,135.02000427246094,140.39999389648438,81593200,-0.042096016370430145
2020-03-19 00:00:00+00:00,142.77000427246094,150.14999389648438,139.0,142.7100067138672,85922700,0.016453083460145734
2020-03-20 00:00:00+00:00,146.0,147.10000610351562,135.86000061035156,137.35000610351562,84866200,-0.03755868795590722
2020-03-23 00:00:00+00:00,137.00999450683594,140.57000732421875,132.52000427246094,135.97999572753906,78975200,-0.009974592756435974
2020-03-24 00:00:00+00:00,143.75,149.60000610351562,141.27000427246094,148.33999633789062,82516700,0.09089572730328
2020-03-25 00:00:00+00:00,148.91000366210938,154.3300018310547,144.44000244140625,146.9199981689453,75638200,-0.009572591371182382
2020-03-26 00:00:00+00:00,148.39999389648438,156.66000366210938,148.3699951171875,156.11000061035156,64568100,0.06255106558630996
2020-03-27 00:00:00+00:00,151.75,154.88999938964844,149.1999969482422,149.6999969482422,57042300,-0.04106081376624071
